curing_temp,fine_aggregate,hrwr_dosage,scm_replacement_pct,total_binder,w_b_ratio,curing_age_days,data_source
10.538786764413413,1981.4861066126236,9.627225157077856,71.60272068045282,1045.3326930567744,0.4308860108318876,28,OurLab
15.827480913437064,2093.2089182394825,3.495201084408409,79.42366133038249,349.76356816737416,0.46967646451975337,5,OurLab
5.57799173948222,1970.8668417693857,0.0017656841932544843,11.801914869587382,1210.0801030952387,0.3858501107653361,5,OurLab
12.335234243473181,1888.4840267534585,2.738938027302374,10.362727368754587,161.13080154602474,0.4904068665569467,3,OurLab
19.914483002295626,1246.9404161498303,11.472299637624657,85.91389158535868,890.4674788848084,0.31818125832070887,1,OurLab
20.042449634918007,1516.1742665877525,13.485831207455695,46.084897924029036,982.9890253922526,0.4025330075522726,28,OurLab
15.792998218554379,1596.7663376653231,1.0588447421739418,32.30940666297476,392.1305722523456,0.28628901862839257,3,OurLab
21.506506697056338,1443.0083880988655,12.292868439038267,71.14454056747117,1053.0066907682767,0.3237868186493391,5,OurLab
19.948761293100894,2188.0542165920233,12.100785942436653,30.058930667752847,1115.618661626369,0.4732718536579873,28,OurLab
5.398564116803341,1973.660104743176,4.357633974374187,15.56206674110494,543.0599150763071,0.46565606009156973,3,OurLab
7.133228627833429,2133.7204670950023,6.363367063911771,88.37732853019318,327.48307427764234,0.24317297259990167,1,OurLab
5.3732262727893625,2241.6973360091283,13.283352463247146,37.826517676829916,538.65149314174,0.4189004149105806,1,OurLab
